Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
28,female,2,own,little,moderate,4221,30,business,The person is a 28 year old female with a skilled job who owns her housing. She has a little savings account and a moderate checking account. She is requesting a 4221 credit amount over a 30 month duration for a business purpose.,bad risk
41,male,2,own,little,moderate,6361,18,furniture/equipment,The person is a 41 year old male with a skilled job who owns their housing. They have a little saving account and a moderate checking account. The credit amount requested is 6361 for a duration of 18 months to purchase furniture/equipment.,bad risk
23,male,2,rent,little,rich,1297,12,radio/TV,"The person is a 23 year old male with a skilled job who rents housing, has a little savings account, a rich checking account, a credit amount of 1297, a loan duration of 12 months, and the loan purpose is for a radio/TV.",good risk
23,male,2,own,,little,900,12,car,"The person is a 23 year old male with a skilled job who owns their housing, has a little checking account, requested a 900 credit amount over a 12 month duration to purchase a car.",good risk
50,male,2,own,little,,2241,21,furniture/equipment,"The 50 year old male has a skilled job, owns his housing, has a little savings account, was granted a 2241 credit amount over a 21 month duration to purchase furniture or equipment.",bad risk
35,male,3,own,little,moderate,1050,6,furniture/equipment,The person is a 35 year old male with a highly skilled job who owns their housing. They have a little savings account and a moderate checking account. They are requesting a credit amount of 1050 over a duration of 6 months for the purpose of purchasing furniture/equipment.,good risk
50,female,1,own,little,rich,1047,6,education,The person is a 50 year old female with a job categorized as unskilled and resident. She lives in her own housing and has a little savings account and a rich checking account. She has requested a credit amount of 1047 for an education purpose over a duration of 6 months.,good risk
27,male,3,own,little,,6314,24,vacation/others,"The person is a 27 year old male with a highly skilled job who owns their housing, has little in savings accounts, is seeking a 6314 credit amount over a 24 month duration to be used for a vacation or other purposes.",bad risk
34,male,2,own,rich,moderate,3496,30,furniture/equipment,A 34 year old male with a skilled job who owns their housing has a rich saving account and a moderate checking account. They have requested a credit amount of 3496 over a duration of 30 months for the purpose of buying furniture/equipment.,bad risk
27,female,2,own,little,,3609,48,business,The 27 year old female has a skilled job and owns her housing. Her saving accounts are described as little. She has requested a 3609 credit amount over a 48 month duration for a business purpose.,good risk
43,male,2,rent,little,little,4843,12,car,"The 43 year old male has a skilled job, rents housing, has little money in his savings and checking accounts, has requested a 4,843 credit amount over a 12 month duration to purchase a car.",bad risk
47,male,2,own,little,rich,3017,30,radio/TV,"The person is a 47 year old male with a skilled job who owns their housing. They have a little savings account and a rich checking account. They have requested a 3,017 credit amount over a 30 month duration to purchase a radio/TV.",bad risk
27,male,1,own,moderate,,4139,24,business,"The person is a 27 year old male with an unskilled resident job who owns their housing, has a moderate saving account, is requesting a 4139 credit amount over a 24 month duration for a business purpose.",bad risk
31,male,2,own,moderate,,5742,36,business,The 31 year old male has a skilled job and owns his housing. His saving accounts are moderate. He has requested a 5742 credit amount over a 36 month duration for a business purpose.,bad risk
42,male,3,own,little,,10366,60,car,"A 42 year old male with a highly skilled job who owns their housing has a little savings account, requested a 10366 credit amount over a 60 month duration for the purpose of a car purchase.",bad risk
24,male,2,own,quite rich,,2080,6,car,"A 24 year old male with a skilled job who owns their housing has quite rich savings, was granted a credit amount of 2080 for a duration of 6 months for the purpose of purchasing a car.",good risk
41,male,1,own,quite rich,,2580,21,business,"A 41 year old male with an unskilled and resident job, living in his own housing, with quite rich savings accounts, requested a 2580 credit amount over a 21 month duration for a business purpose.",good risk
26,female,3,rent,little,,4530,30,radio/TV,"Here is a strictly factual description of the provided person data in a single paragraph: The Age is 26, the Sex is female, the Job is highly skilled, the Housing is rent, the Saving accounts is little, the Credit amount is 4530, the Duration is 30 months, and the Purpose is radio/TV.",bad risk
33,male,2,own,little,,5150,24,furniture/equipment,"The 33 year old male has a skilled job, owns housing, has little savings, has requested a 5150 credit amount over a 24 month duration to purchase furniture/equipment.",bad risk
24,male,2,own,moderate,moderate,5595,72,radio/TV,"The 24 year old male has a skilled job, lives in their own housing, has a moderate saving account and checking account, received a 5595 credit amount over 72 months duration to purchase a radio/TV.",bad risk
64,male,1,rent,little,little,2384,24,radio/TV,"A 64 year old male with an unskilled resident job living in rented housing has little savings and little funds in a checking account. He requested a 2,384 credit amount over a 24 month duration to purchase a radio/TV.",bad risk
26,female,2,own,little,,1453,18,radio/TV,"The person is a 26 year old female with a skilled job who owns her housing. She has a little savings account and is seeking a 1,453 credit amount over an 18 month duration to purchase a radio/TV.",good risk
